Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	3.353		4.55	159.388
177.6	3.663		4.485	150.702
177.8	3.915		4.514	137.746
178	3.241		4.649	171.752
178.2	3.765		4.585	143.455
178.4	3.687		4.534	177.93
178.6	3.717		4.567	172.052
178.8	3.512		4.477	156.755
179	3.396		4.57	160.249
179.2	3.445		4.557	152.53
179.4	3.908		4.56	164.754
179.6	3.681		4.466	148.659
179.8	3.599		4.542	168.003
180	3.799		4.595	142.814
180.2	3.822		4.507	160.388
180.4	3.563		4.59	159.378
180.6	3.706		4.572	172.8
180.8	3.803		4.496	133.264
181	3.677		4.469	144.099
181.2	3.468		4.63	178.689
181.4	3.653		4.55	160.511
181.6	4.274		4.482	160.647
181.8	3.824		4.545	167.772
182	3.689		4.658	170.898
182.2	3.488		4.582	157.58
182.4	4.029		4.494	176.977
182.6	3.566		4.564	191.891
182.8	3.569		4.556	158.665
183	3.804		4.466	169.966
183.2	3.635		4.503	161.905
183.4	3.572		4.565	170.703
183.6	3.437		4.58	185.868
183.8	3.447		4.602	172.81
184	3.52		4.525	184.145
184.2	3.516		4.541	182.603
184.4	3.964		4.484	165.407
184.6	4.001		4.543	162.889
184.8	3.577		4.554	160.277
185	3.331		4.554	176.041
185.2	3.413		4.546	140.088
185.4	3.521		4.502	156.493
185.6	3.519		4.622	125.846
185.8	3.863		4.637	156.971
186	3.558		4.562	182.304
186.2	3.91		4.538	148.777
186.4	3.752		4.587	169.858
186.6	3.559		4.45	161.868
186.8	3.744		4.512	166.81
187	3.211		4.53	161.03
187.2	3.176		4.516	167.756
187.4	3.528		4.518	133.824
187.6	3.507		4.484	164.192
187.8	3.421		4.563	140.984
188	3.648		4.501	156.086
188.2	3.553		4.582	155.719
188.4	3.698		4.518	162.169
188.6	3.283		4.582	167.693
188.8	3.567		4.621	172.002
189	3.713		4.527	162.784
189.2	3.978		4.498	154.527
189.4	3.436		4.488	169.989
189.6	3.703		4.589	149.844
189.8	4.01		4.514	151.495
190	3.567		4.585	170.943
190.2	3.752		4.565	154.395
190.4	3.864		4.487	156.525
190.6	3.511		4.481	176.485
190.8	3.756		4.522	168.899
191	3.755		4.528	192.077
191.2	3.324		4.501	191.898
191.4	3.77		4.441	154.838
191.6	3.514		4.53	175.755
191.8	3.861		4.472	154.878
192	3.881		4.58	205.923
192.2	3.822		4.634	167.229
192.4	3.948		4.59	187.356
192.6	3.792		4.415	180.625
192.8	3.675		4.529	174.071
193	3.726		4.574	167.613
193.2	3.89		4.653	174.019
193.4	4.007		4.565	187.558
193.6	3.906		4.543	181.106
193.8	3.441		4.445	188.229
194	3.563		4.581	194.517
194.2	3.293		4.609	173.113
194.4	3.557		4.572	169.573
194.6	3.506		4.53	147.335
194.8	3.537		4.55	173.337
195	3.202		4.547	194.989
195.2	3.543		4.517	157.328
195.4	3.044		4.423	183.32
195.6	3.845		4.564	167.069
195.8	3.758		4.454	166.51
196	3.755		4.516	164.18
196.2	3.842		4.584	170.698
196.4	3.498		4.597	172.721
196.6	3.405		4.635	203.176
196.8	3.639		4.528	192.203
197	3.708		4.581	182.536
197.2	3.799		4.611	188.955
197.4	3.418		4.528	180.936
197.6	3.782		4.592	184.301
197.8	3.516		4.555	163.718
198	3.631		4.453	161.819
198.2	3.494		4.45	161.947
198.4	3.771		4.439	156.527
198.6	3.353		4.451	155.302
198.8	3.437		4.385	152.19
199	3.74		4.54	155.657
199.2	3.868		4.595	158.402
199.4	3.954		4.53	149.867
199.6	3.43		4.593	175.104
199.8	3.3		4.66	181.005
200	3.848		4.461	158.211
200.2	3.422		4.493	157.339
